profile	owner_class	disposition	method	mode	signature	endpoint_source	compile_condition	authority_and_payload	delegate	replay_policy	protocol_constant	in_repo_references	rust_signature	replacement	executable_callers
fleet-coordinator	canic-owned	role-command-variant	canic_authority_snapshot_resume	update	canic_authority_snapshot_resume : (AuthoritySnapshotRequest) -> (Result);	crates/canic/src/macros/endpoints/shared.rs:33	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::core::api::authority_restore::AuthorityRestoreApi::resume_snapshot(	update_response_idempotent	CANIC_AUTHORITY_SNAPSHOT_RESUME	crates/canic-core/src/domain/policy/pure/authority_restore.rs:31;crates/canic-core/src/domain/policy/pure/authority_restore.rs:48;crates/canic-core/src/domain/policy/pure/authority_restore.rs:7;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:285;crates/canic-core/src/domain/policy/pure/fleet_activation.rs:40;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:274;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:305;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:106;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:900;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:944;crates/canic/tests/protocol_surface.rs:2777	async fn canic_authority_snapshot_resume( request: ::canic::dto::authority_restore::AuthoritySnapshotRequest, ) -> Result< ::canic::dto::authority_restore::AuthorityRestoreFenceStatusResponse, ::canic::Error, >	CoordinatorCommand::ResumeAuthoritySnapshot	crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:274;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:305;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:106;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:900;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:944
fleet-coordinator	canic-owned	private-delete	canic_fleet_component_provisioning_advance	update	canic_fleet_component_provisioning_advance : ( FleetComponentProvisioningAdvanceRequest, ) -> (Result_1);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:86	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::advance_component_provisioning(	update_response_idempotent	CANIC_FLEET_COMPONENT_PROVISIONING_ADVANCE	crates/canic-core/src/replay_policy/tests/endpoint.rs:595;crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:190;crates/canic/tests/protocol_surface.rs:1055;crates/canic/tests/protocol_surface.rs:1056;crates/canic/tests/protocol_surface.rs:1057;crates/canic/tests/protocol_surface.rs:745;crates/canic/tests/protocol_surface.rs:746;crates/canic/tests/protocol_surface.rs:767	async fn canic_fleet_component_provisioning_advance( request: ::canic::dto::component_provisioning::FleetComponentProvisioningAdvanceRequest, ) -> Result<::canic::dto::component_provisioning::FleetComponentProvisioningStatusResponse, ::canic::Error>	none	crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:190
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_component_provisioning_prepare	update	canic_fleet_component_provisioning_prepare : ( FleetComponentProvisioningPrepareRequest, ) -> (Result_1);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:77	always	#[$crate::canic_update( requires(caller::is_controller()), payload(max_bytes = ::canic::__internal::core::control_plane_support::ops::component_provisioning_plan::MAX_FLEET_COMPONENT_PROVISIONING_PLAN_CANONICAL_BYTES) )]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::prepare_component_provisioning(	update_response_idempotent	CANIC_FLEET_COMPONENT_PROVISIONING_PREPARE	crates/canic-core/src/replay_policy/tests/endpoint.rs:583;crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:160;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:227;crates/canic/tests/protocol_surface.rs:1060;crates/canic/tests/protocol_surface.rs:1061;crates/canic/tests/protocol_surface.rs:1062;crates/canic/tests/protocol_surface.rs:373;crates/canic/tests/protocol_surface.rs:737;crates/canic/tests/protocol_surface.rs:738;crates/canic/tests/protocol_surface.rs:757	async fn canic_fleet_component_provisioning_prepare( request: ::canic::dto::component_provisioning::FleetComponentProvisioningPrepareRequest, ) -> Result<::canic::dto::component_provisioning::FleetComponentProvisioningStatusResponse, ::canic::Error>	CoordinatorCommand::ProvisionComponents	crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:160;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:227
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_component_provisioning_status	query	canic_fleet_component_provisioning_status : ( FleetComponentProvisioningStatusRequest, ) -> (Result_1) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:95	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::component_provisioning_status(	query_read_only	CANIC_FLEET_COMPONENT_PROVISIONING_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:607;crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:153;crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:176;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:243;crates/canic/tests/protocol_surface.rs:1065;crates/canic/tests/protocol_surface.rs:1066;crates/canic/tests/protocol_surface.rs:1067;crates/canic/tests/protocol_surface.rs:374;crates/canic/tests/protocol_surface.rs:741;crates/canic/tests/protocol_surface.rs:742;crates/canic/tests/protocol_surface.rs:809	async fn canic_fleet_component_provisioning_status( request: ::canic::dto::component_provisioning::FleetComponentProvisioningStatusRequest, ) -> Result<::canic::dto::component_provisioning::FleetComponentProvisioningStatusResponse, ::canic::Error>	CoordinatorStatusRequest::Operation	crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:153;crates/canic-host/src/install_root/fleet_component_provisioning_install/mod.rs:176;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:243
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_registry	query	canic_fleet_registry : () -> (Result_2) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:14	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::registry()	query_read_only(mode-derived)	CANIC_FLEET_REGISTRY	crates/canic-cli/src/info_subnets/transport.rs:37;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:292;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:321;crates/canic-host/src/install_root/fleet_catalog_closeout/mod.rs:109;crates/canic-host/src/install_root/operations/registry.rs:26;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:166;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:463;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:667;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1429;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2198;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2363;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2464;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2484;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2660;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:78;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:803;crates/canic/tests/protocol_surface.rs:1025;crates/canic/tests/protocol_surface.rs:1026;crates/canic/tests/protocol_surface.rs:1027;crates/canic/tests/protocol_surface.rs:375	async fn canic_fleet_registry( ) -> Result<::canic::dto::fleet_registry::FleetRegistry, ::canic::Error>	CoordinatorStatusRequest::Registry	crates/canic-cli/src/info_subnets/transport.rs:37;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:292;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:321;crates/canic-host/src/install_root/fleet_catalog_closeout/mod.rs:109;crates/canic-host/src/install_root/operations/registry.rs:26;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:166;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:463;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:667;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1429;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2198;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2363;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2464;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2484;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2660;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:78;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:803
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_registry_acknowledge_root	update	canic_fleet_registry_acknowledge_root : ( FleetSubnetRootSnapshotAcknowledgementRequest, ) -> (Result_3);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:50	always	#[$crate::canic_update(public)]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::acknowledge_calling_root_snapshot(	update_response_idempotent	CANIC_FLEET_REGISTRY_ACKNOWLEDGE_ROOT	crates/canic-control-plane/src/workflow/fleet_registry_mirror/mod.rs:297;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:380;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:389;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:398;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:648;crates/canic/tests/protocol_surface.rs:1045;crates/canic/tests/protocol_surface.rs:1046;crates/canic/tests/protocol_surface.rs:1047;crates/canic/tests/protocol_surface.rs:913	async fn canic_fleet_registry_acknowledge_root( request: ::canic::dto::fleet_registry::FleetSubnetRootSnapshotAcknowledgementRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootSnapshotAcknowledgement, ::canic::Error>	CoordinatorCommand::AcknowledgeRootSnapshot	crates/canic-control-plane/src/workflow/fleet_registry_mirror/mod.rs:297;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:380;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:389;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:398;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:648
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_registry_activate	update	canic_fleet_registry_activate : (FleetRegistryActivationRequest) -> ( Result_4, );	crates/canic/src/macros/endpoints/fleet_coordinator.rs:65	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::activate_registry(	update_response_idempotent	CANIC_FLEET_REGISTRY_ACTIVATE	crates/canic-host/src/install_root/fleet_registry_activation/mod.rs:209;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:318;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:430;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:440;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:452;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:659;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2651;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:79;crates/canic/tests/protocol_surface.rs:1050;crates/canic/tests/protocol_surface.rs:1051;crates/canic/tests/protocol_surface.rs:1052;crates/canic/tests/protocol_surface.rs:929	async fn canic_fleet_registry_activate( request: ::canic::dto::fleet_registry::FleetRegistryActivationRequest, ) -> Result<::canic::dto::fleet_registry::FleetRegistryActivationResponse, ::canic::Error>	CoordinatorCommand::ActivateRegistry	crates/canic-host/src/install_root/fleet_registry_activation/mod.rs:209;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:318;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:430;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:440;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:452;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:659;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2651;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:79
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_registry_manifest	query	canic_fleet_registry_manifest : () -> (Result_5) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:20	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::manifest()	query_read_only(mode-derived)	CANIC_FLEET_REGISTRY_MANIFEST	crates/canic-cli/src/info_subnets/transport.rs:41;crates/canic-host/src/install_root/fleet_catalog_closeout/mod.rs:113;crates/canic-host/src/install_root/operations/registry.rs:27;crates/canic/tests/protocol_surface.rs:1030;crates/canic/tests/protocol_surface.rs:1031;crates/canic/tests/protocol_surface.rs:1032;crates/canic/tests/protocol_surface.rs:376	async fn canic_fleet_registry_manifest( ) -> Result<::canic::dto::fleet_registry::FleetRegistryManifest, ::canic::Error>	CoordinatorStatusRequest::RegistryManifest	crates/canic-cli/src/info_subnets/transport.rs:41;crates/canic-host/src/install_root/fleet_catalog_closeout/mod.rs:113;crates/canic-host/src/install_root/operations/registry.rs:27
fleet-coordinator	canic-owned	private-delete	canic_fleet_registry_publish_root_draining	update	canic_fleet_registry_publish_root_draining : ( FleetSubnetRootDrainingPublicationRequest, ) -> (Result_6);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:104	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::publish_root_draining(	update_response_idempotent	CANIC_FLEET_REGISTRY_PUBLISH_ROOT_DRAINING	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:257;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:556;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:190;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2438;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2454;crates/canic/tests/protocol_surface.rs:1070;crates/canic/tests/protocol_surface.rs:1071;crates/canic/tests/protocol_surface.rs:1072;crates/canic/tests/protocol_surface.rs:936	async fn canic_fleet_registry_publish_root_draining( request: ::canic::dto::fleet_registry::FleetSubnetRootDrainingPublicationRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDrainingPublicationResponse, ::canic::Error>	none	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:257;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:556;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:190;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2438;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2454
fleet-coordinator	canic-owned	private-delete	canic_fleet_registry_publish_root_removed	update	canic_fleet_registry_publish_root_removed : ( FleetSubnetRootRemovalPublicationRequest, ) -> (Result_7);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:114	always	#[$crate::canic_update(public)]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::publish_root_removed(	update_response_idempotent	CANIC_FLEET_REGISTRY_PUBLISH_ROOT_REMOVED	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:977;crates/canic-core/src/replay_policy/tests/endpoint.rs:431;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:604;crates/canic/tests/protocol_surface.rs:1075;crates/canic/tests/protocol_surface.rs:1076;crates/canic/tests/protocol_surface.rs:1077;crates/canic/tests/protocol_surface.rs:944	async fn canic_fleet_registry_publish_root_removed( request: ::canic::dto::fleet_registry::FleetSubnetRootRemovalPublicationRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootRemovalPublicationResponse, ::canic::Error>	none	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:977;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:604
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_registry_root_acknowledgements	query	canic_fleet_registry_root_acknowledgements : () -> (Result_8) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:59	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::root_snapshot_acknowledgements()	query_read_only(mode-derived)	CANIC_FLEET_REGISTRY_ROOT_ACKNOWLEDGEMENTS	crates/canic-host/src/install_root/fleet_registry_activation/mod.rs:239;crates/canic-host/src/install_root/fleet_subnet_root_registry_sync/mod.rs:138;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:407;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2130;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:80;crates/canic/tests/protocol_surface.rs:1080;crates/canic/tests/protocol_surface.rs:1081;crates/canic/tests/protocol_surface.rs:1082;crates/canic/tests/protocol_surface.rs:923	async fn canic_fleet_registry_root_acknowledgements( ) -> Result<Vec<::canic::dto::fleet_registry::FleetSubnetRootSnapshotAcknowledgement>, ::canic::Error>	CoordinatorStatusRequest::RootAcknowledgements	crates/canic-host/src/install_root/fleet_registry_activation/mod.rs:239;crates/canic-host/src/install_root/fleet_subnet_root_registry_sync/mod.rs:138;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:407;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2130;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:80
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_registry_root_deletion_complete	update	canic_fleet_registry_root_deletion_complete : ( FleetSubnetRootDeletionCompletionRequest, ) -> (Result_9);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:151	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::complete_root_deletion(request)	update_response_idempotent	CANIC_FLEET_REGISTRY_ROOT_DELETION_COMPLETE	crates/canic-core/src/replay_policy/tests/endpoint.rs:552;crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:849;crates/canic/tests/protocol_surface.rs:663;crates/canic/tests/protocol_surface.rs:664;crates/canic/tests/protocol_surface.rs:700	async fn canic_fleet_registry_root_deletion_complete( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionCompletionRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionResponse, ::canic::Error>	CoordinatorCommand::CompleteRootDeletion	crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:849
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_registry_root_deletion_execution_begin	update	canic_fleet_registry_root_deletion_execution_begin : ( FleetSubnetRootDeletionExecutionRequest, ) -> (Result_10);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:137	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::begin_root_deletion_execution(request)	update_response_idempotent	CANIC_FLEET_REGISTRY_ROOT_DELETION_EXECUTION_BEGIN	crates/canic-core/src/replay_policy/tests/endpoint.rs:551;crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:836;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1814;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:191;crates/canic/tests/protocol_surface.rs:655;crates/canic/tests/protocol_surface.rs:656;crates/canic/tests/protocol_surface.rs:698	async fn canic_fleet_registry_root_deletion_execution_begin( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionExecutionRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionExecutionResponse, ::canic::Error>	CoordinatorCommand::PrepareRootDeletionExecution	crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:836;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1814;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:191
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_registry_root_deletion_execution_status	query	canic_fleet_registry_root_deletion_execution_status : ( FleetSubnetRootDeletionStatusRequest, ) -> (Result_10) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:144	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::root_deletion_execution_status(request)	query_read_only	CANIC_FLEET_REGISTRY_ROOT_DELETION_EXECUTION_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:567;crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:780;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1825;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:192;crates/canic/tests/protocol_surface.rs:659;crates/canic/tests/protocol_surface.rs:660;crates/canic/tests/protocol_surface.rs:699	async fn canic_fleet_registry_root_deletion_execution_status( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionStatusRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionExecutionResponse, ::canic::Error>	CoordinatorStatusRequest::Operation	crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:780;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:1825;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:192
fleet-coordinator	canic-owned	private-delete	canic_fleet_registry_root_deletion_readiness_prepare	update	canic_fleet_registry_root_deletion_readiness_prepare : ( FleetSubnetRootDeletionReadinessIntentRequest, ) -> (Result_11);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:123	always	#[$crate::canic_update(public)]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::prepare_root_deletion_readiness(request)	update_response_idempotent	CANIC_FLEET_REGISTRY_ROOT_DELETION_READINESS_PREPARE	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:1181;crates/canic-core/src/replay_policy/tests/endpoint.rs:549;crates/canic/tests/protocol_surface.rs:647;crates/canic/tests/protocol_surface.rs:648;crates/canic/tests/protocol_surface.rs:689	async fn canic_fleet_registry_root_deletion_readiness_prepare( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionReadinessIntentRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionReadinessIntentResponse, ::canic::Error>	none	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:1181
fleet-coordinator	canic-owned	private-delete	canic_fleet_registry_root_deletion_ready	update	canic_fleet_registry_root_deletion_ready : ( FleetSubnetRootDeletionReadinessRequest, ) -> (Result_12);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:130	always	#[$crate::canic_update(public)]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::record_root_deletion_readiness(request)	update_response_idempotent	CANIC_FLEET_REGISTRY_ROOT_DELETION_READY	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:1196;crates/canic-core/src/replay_policy/tests/endpoint.rs:550;crates/canic/tests/protocol_surface.rs:651;crates/canic/tests/protocol_surface.rs:652;crates/canic/tests/protocol_surface.rs:690	async fn canic_fleet_registry_root_deletion_ready( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionReadinessRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionReadinessResponse, ::canic::Error>	none	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:1196
fleet-coordinator	canic-owned	role-status-variant	canic_fleet_registry_root_deletion_status	query	canic_fleet_registry_root_deletion_status : ( FleetSubnetRootDeletionStatusRequest, ) -> (Result_9) query;	crates/canic/src/macros/endpoints/fleet_coordinator.rs:158	always	#[$crate::canic_query(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::root_deletion_status(request)	query_read_only	CANIC_FLEET_REGISTRY_ROOT_DELETION_STATUS	crates/canic-core/src/replay_policy/tests/endpoint.rs:568;crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:754;crates/canic/tests/protocol_surface.rs:667;crates/canic/tests/protocol_surface.rs:668;crates/canic/tests/protocol_surface.rs:701	async fn canic_fleet_registry_root_deletion_status( request: ::canic::dto::fleet_registry::FleetSubnetRootDeletionStatusRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDeletionResponse, ::canic::Error>	CoordinatorStatusRequest::Operation	crates/canic-host/src/fleet_subnet_root_deletion/mod.rs:754
fleet-coordinator	canic-owned	role-command-variant	canic_fleet_registry_root_draining_reservation_prepare	update	canic_fleet_registry_root_draining_reservation_prepare : ( FleetSubnetRootDrainingReservationRequest, ) -> (Result_13);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:165	always	#[$crate::canic_update(requires(caller::is_controller()))]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::prepare_root_draining_reservation(request)	update_response_idempotent	CANIC_FLEET_REGISTRY_ROOT_DRAINING_RESERVATION_PREPARE	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:304;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:544;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:193;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2375;crates/canic/tests/protocol_surface.rs:1085;crates/canic/tests/protocol_surface.rs:1086;crates/canic/tests/protocol_surface.rs:1087;crates/canic/tests/protocol_surface.rs:988	async fn canic_fleet_registry_root_draining_reservation_prepare( request: ::canic::dto::fleet_registry::FleetSubnetRootDrainingReservationRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDrainingReservationResponse, ::canic::Error>	CoordinatorCommand::RemoveRoot	crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:304;crates/canic-testing-internal/src/pic/fleet_coordinator/mod.rs:544;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:193;crates/canic-testing-internal/src/pic/fleet_registry/baseline.rs:2375
fleet-coordinator	canic-owned	private-delete	canic_fleet_registry_root_draining_reservation_status	update	canic_fleet_registry_root_draining_reservation_status : ( FleetSubnetRootDeletionStatusRequest, ) -> (Result_13);	crates/canic/src/macros/endpoints/fleet_coordinator.rs:172	always	#[$crate::canic_update(public)]	$crate::__internal::control_plane::api::fleet_coordinator::FleetCoordinatorApi::root_draining_reservation_status(request)	update_read_only	CANIC_FLEET_REGISTRY_ROOT_DRAINING_RESERVATION_STATUS	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:295;crates/canic-core/src/replay_policy/tests/endpoint.rs:172;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:274;crates/canic/tests/protocol_surface.rs:1090;crates/canic/tests/protocol_surface.rs:1091;crates/canic/tests/protocol_surface.rs:1092;crates/canic/tests/protocol_surface.rs:996	async fn canic_fleet_registry_root_draining_reservation_status( request: ::canic::dto::fleet_registry::FleetSubnetRootDrainingReservationStatusRequest, ) -> Result<::canic::dto::fleet_registry::FleetSubnetRootDrainingReservationResponse, ::canic::Error>	none	crates/canic-control-plane/src/workflow/fleet_subnet_root.rs:295;crates/canic-host/examples/empty_fleet_subnet_root_retirement.rs:274
